instance_id,id,aud,role,email,encrypted_password,email_confirmed_at,invited_at,confirmation_token,confirmation_sent_at,recovery_token,recovery_sent_at,email_change_token_new,email_change,email_change_sent_at,last_sign_in_at,raw_app_meta_data,raw_user_meta_data,is_super_admin,created_at,updated_at,phone,phone_confirmed_at,phone_change,phone_change_token,phone_change_sent_at,confirmed_at,email_change_token_current,email_change_confirm_status,banned_until,reauthentication_token,reauthentication_sent_at,is_sso_user,deleted_at,is_anonymous
00000000-0000-0000-0000-000000000000,10714855-eb52-4922-a7c6-5dbb4e9949c2,authenticated,authenticated,e2e.user+1771254232120@example.com,$2a$10$pCqpAf.e/PBiNQAJ0l0LW.GssVHDf64Urbwb6p.w3ApTLuD/Y/TSq,Mon Feb 16 2026 11:03:53 GMT-0400 (Horário Padrão do Amazonas),,,,,,,,,Mon Feb 16 2026 11:03:57 GMT-0400 (Horário Padrão do Amazonas),[object Object],[object Object],,Mon Feb 16 2026 11:03:53 GMT-0400 (Horário Padrão do Amazonas),Mon Feb 16 2026 11:03:57 GMT-0400 (Horário Padrão do Amazonas),,,,,,Mon Feb 16 2026 11:03:53 GMT-0400 (Horário Padrão do Amazonas),,0,,,,false,,false
00000000-0000-0000-0000-000000000000,bea6b2b3-00d6-49d4-bca8-07d323d0218d,authenticated,authenticated,teste@teste.com,$2a$10$.hFyZjgAH8vPWhMRuEmly.6UptgFokHNLdk7XKe3CXpKv8uSZEMwq,Mon Jan 26 2026 20:34:50 GMT-0400 (Horário Padrão do Amazonas),,,,,,,,,Sun Feb 01 2026 10:26:31 GMT-0400 (Horário Padrão do Amazonas),[object Object],[object Object],,Mon Jan 26 2026 20:34:50 GMT-0400 (Horário Padrão do Amazonas),Thu Feb 19 2026 07:29:06 GMT-0400 (Horário Padrão do Amazonas),,,,,,Mon Jan 26 2026 20:34:50 GMT-0400 (Horário Padrão do Amazonas),,0,,,,false,,false
00000000-0000-0000-0000-000000000000,af12623c-0049-426b-b5aa-ea0c1faebe78,authenticated,authenticated,e2e.user.1771271536973@example.com,$2a$10$q3mlYYTjUXZJ35pBn0ywLedaY/WyusXco7yFNRoQWKrt99STDhDFi,Mon Feb 16 2026 15:52:18 GMT-0400 (Horário Padrão do Amazonas),,,,,,,,,,[object Object],[object Object],,Mon Feb 16 2026 15:52:17 GMT-0400 (Horário Padrão do Amazonas),Mon Feb 16 2026 15:52:18 GMT-0400 (Horário Padrão do Amazonas),,,,,,Mon Feb 16 2026 15:52:18 GMT-0400 (Horário Padrão do Amazonas),,0,,,,false,,false
00000000-0000-0000-0000-000000000000,5ebe247c-413e-4b80-8de2-848f74944d8e,authenticated,authenticated,e2e.user+1771272968671@example.com,$2a$10$ix0Ch/I9.2F6I/UwbnL5fehUs3gqUvrwOmdkyh5vpeDsC078ma46S,Mon Feb 16 2026 16:16:10 GMT-0400 (Horário Padrão do Amazonas),,,,,,,,,Mon Feb 16 2026 16:16:15 GMT-0400 (Horário Padrão do Amazonas),[object Object],[object Object],,Mon Feb 16 2026 16:16:09 GMT-0400 (Horário Padrão do Amazonas),Mon Feb 16 2026 16:16:15 GMT-0400 (Horário Padrão do Amazonas),,,,,,Mon Feb 16 2026 16:16:10 GMT-0400 (Horário Padrão do Amazonas),,0,,,,false,,false
00000000-0000-0000-0000-000000000000,ec63d385-15ce-4d53-9dde-9824be169ef6,authenticated,authenticated,welltonuchoa@gmail.com,$2a$10$9u7o2GXWtQJ3OUQ.Y6OxQOjC.KpGKhHwTeknJhg8oPqKiBDRPGHp2,Sun Jan 25 2026 10:39:55 GMT-0400 (Horário Padrão do Amazonas),,,,,,,,,Mon Jan 26 2026 09:19:46 GMT-0400 (Horário Padrão do Amazonas),[object Object],[object Object],,Sun Jan 25 2026 10:39:55 GMT-0400 (Horário Padrão do Amazonas),Mon Jan 26 2026 09:19:46 GMT-0400 (Horário Padrão do Amazonas),,,,,,Sun Jan 25 2026 10:39:55 GMT-0400 (Horário Padrão do Amazonas),,0,,,,false,,false
00000000-0000-0000-0000-000000000000,58655951-e7de-45cd-9ece-1327bae5d962,authenticated,authenticated,mario@teste.com,$2a$10$4LYbcj5ZHGK1AbeVooJ.qeGsCwt/rxpJVflrSDv0LY8RYPgv1cz3e,Tue Jan 27 2026 20:34:51 GMT-0400 (Horário Padrão do Amazonas),,,,,,,,,Tue Jan 27 2026 20:34:52 GMT-0400 (Horário Padrão do Amazonas),[object Object],[object Object],,Tue Jan 27 2026 20:34:51 GMT-0400 (Horário Padrão do Amazonas),Tue Jan 27 2026 20:34:52 GMT-0400 (Horário Padrão do Amazonas),,,,,,Tue Jan 27 2026 20:34:51 GMT-0400 (Horário Padrão do Amazonas),,0,,,,false,,false
00000000-0000-0000-0000-000000000000,3e9c4d3a-45dd-48ba-830f-776aa77479cd,authenticated,authenticated,e2e.user+1771253799436@example.com,$2a$10$//iEw5MYyCrzXqkZs8wgFe22lvScWqJN29uzehDukCcKlJ3rwTMUG,Mon Feb 16 2026 10:56:42 GMT-0400 (Horário Padrão do Amazonas),,,,,,,,,Mon Feb 16 2026 10:56:47 GMT-0400 (Horário Padrão do Amazonas),[object Object],[object Object],,Mon Feb 16 2026 10:56:41 GMT-0400 (Horário Padrão do Amazonas),Mon Feb 16 2026 10:56:47 GMT-0400 (Horário Padrão do Amazonas),,,,,,Mon Feb 16 2026 10:56:42 GMT-0400 (Horário Padrão do Amazonas),,0,,,,false,,false
00000000-0000-0000-0000-000000000000,5f904442-0d2d-4bc3-95d2-126fb69848b6,authenticated,authenticated,e2e.user+1771254157426@example.com,$2a$10$cLFNexmPFa68nM4/8S47j.S0XYrCOx1aLuMy.T0FQRFohkiMMb0bW,Mon Feb 16 2026 11:02:39 GMT-0400 (Horário Padrão do Amazonas),,,,,,,,,Mon Feb 16 2026 11:02:44 GMT-0400 (Horário Padrão do Amazonas),[object Object],[object Object],,Mon Feb 16 2026 11:02:39 GMT-0400 (Horário Padrão do Amazonas),Mon Feb 16 2026 11:02:44 GMT-0400 (Horário Padrão do Amazonas),,,,,,Mon Feb 16 2026 11:02:39 GMT-0400 (Horário Padrão do Amazonas),,0,,,,false,,false
00000000-0000-0000-0000-000000000000,7a6ef309-8039-4bbf-bb58-e23779744415,authenticated,authenticated,e2e.user+1771254077283@example.com,$2a$10$GzYjFaCthPTH01Omo.nAk.F1TWIztQW0xBw47hSVcfIdfCXdUg2S2,Mon Feb 16 2026 11:01:19 GMT-0400 (Horário Padrão do Amazonas),,,,,,,,,Mon Feb 16 2026 11:01:24 GMT-0400 (Horário Padrão do Amazonas),[object Object],[object Object],,Mon Feb 16 2026 11:01:19 GMT-0400 (Horário Padrão do Amazonas),Mon Feb 16 2026 11:01:24 GMT-0400 (Horário Padrão do Amazonas),,,,,,Mon Feb 16 2026 11:01:19 GMT-0400 (Horário Padrão do Amazonas),,0,,,,false,,false
00000000-0000-0000-0000-000000000000,6508960a-4cb9-4f08-b91b-019780ef00ed,authenticated,authenticated,e2e.user+1771254418557@example.com,$2a$10$OrdiPY1iocHphHOKOZyWguadgXFNwfG.F3TOiNpQI4STXYhy0TG4i,Mon Feb 16 2026 11:07:00 GMT-0400 (Horário Padrão do Amazonas),,,,,,,,,Mon Feb 16 2026 11:07:04 GMT-0400 (Horário Padrão do Amazonas),[object Object],[object Object],,Mon Feb 16 2026 11:07:00 GMT-0400 (Horário Padrão do Amazonas),Mon Feb 16 2026 11:07:04 GMT-0400 (Horário Padrão do Amazonas),,,,,,Mon Feb 16 2026 11:07:00 GMT-0400 (Horário Padrão do Amazonas),,0,,,,false,,false
